"","logFC","logCPM","LR","PValue","FDR"
"Bra021658",-0.226496204495824,2.14487448793945,0.606803825048839,0.435993770689173,0.531965485306767
"Bra034629",0.112126930791418,5.8166338690654,0.606747287057927,0.436015149166098,0.531965485306767
"Bra039157",0.376991718358311,0.994942608512848,0.606322702052873,0.436175746893802,0.532134411210439
"Bra003315",0.146101981250051,3.5757572937445,0.605938512427829,0.436321143078481,0.532284775024019
"Bra035403",0.146081346395745,3.28149795017098,0.60512848653814,0.436627939286064,0.532632011613099
"Bra013735",0.150853296303691,7.7108029370352,0.604863311563806,0.436728445566228,0.532727577563757
"Bra023296",-0.126754233886358,5.1943953117167,0.604698566103158,0.436790904988765,0.532776726070847
"Bra039822",-0.127376542307432,5.6740397628969,0.604388710976298,0.436908416374246,0.532893015942077
"Bra004525",-0.240833308973632,2.17033420198396,0.604283046596787,0.436948500241532,0.532914861199887
"Bra032408",0.152967466232265,3.46946985815792,0.603942016966045,0.43707790847098,0.533045641253947
"Bra016541",-0.194781772524075,5.68660060019927,0.603769349330165,0.437143451851294,0.533098524548103
"Bra032545",0.285320173588818,1.28992103932273,0.603692273839724,0.437172713999975,0.533102355175696
"Bra008001",-0.155898275419815,3.67888741114723,0.603644230785473,0.43719095533465,0.533102355175696
"Bra039419",0.211176092621086,2.79257452145921,0.603492504663905,0.437248571451183,0.533125811435368
"Bra035172",0.174454091003333,4.32119482425842,0.603476747148912,0.437254555838144,0.533125811435368
"Bra036135",0.198429693139251,2.25823647538269,0.603001405932027,0.437435139775526,0.533318934173642
"Bra011588",0.281078875883103,1.6823612057233,0.602870361514782,0.437484944112309,0.533352599512794
"Bra004470",-0.187849652901661,2.56722739210001,0.601287770895649,0.438087104557204,0.534059623176659
"Bra024922",0.117187061643156,6.47154574595597,0.600934839153727,0.438221564735652,0.534196443845439
"Bra013628",-0.258960074264688,4.69393290941835,0.600463754608088,0.438401137380319,0.534388240391469
"Bra022442",-0.125972096835514,4.48086161573767,0.600329296810128,0.43845241200936,0.534423636790393
"Bra004363",-0.189284781224691,2.53623170749084,0.599988572770918,0.438582386119642,0.534554950453851
"Bra030990",-0.223818127045828,2.3345186439892,0.599875331894641,0.438625596563079,0.53458050648058
"Bra030447",-0.182770843911904,2.98193810556506,0.599554156166206,0.438748186274988,0.534702799499673
"Bra033822",0.905713955605632,2.44037230608014,0.599129613179045,0.438910310904368,0.534849212290041
"Bra039699",0.171994595957287,2.77906009954499,0.599123012225796,0.438912832403947,0.534849212290041
"Bra018365",0.20467568324015,2.95374556507107,0.598758773130591,0.439052002615311,0.534991676681017
"Bra037568",0.189444129756783,2.67893236675164,0.598514562739053,0.439145349590777,0.535078293133826
"Bra001545",0.125030932249177,6.50946627646282,0.597967482762378,0.439354575960709,0.535306087328383
"Bra015174",0.127444129889328,5.64312707239421,0.59784713458824,0.439400622682718,0.535335051733991
"Bra020793",-0.125721043818269,5.94034858414794,0.597706316126955,0.439454510996465,0.535373566367044
"Bra008294",-0.119668546247199,6.00544066708012,0.59725277780791,0.439628139693879,0.535541403089131
